분야,사업내용,사업기간,직접수행,지자체보조,민간보조,출연,위탁,융자,지방비매칭,시행주체,지방비매칭여부,사업비,단위사업명,경비내역1,경비내역1사업비,경비내역2,경비내역2사업비,경비내역3,경비내역3사업비,경비내역4,경비내역4사업비,경비내역5,경비내역5사업비,경비내역6,경비내역6사업비,경비내역7,경비내역7사업비,경비내역8,경비내역8사업비,출처파일,매칭패턴,주요부처,사업비규모,사업유형,지역관련성,민간참여도,성과계획서매칭,해당_성과계획서_파일,PDF_매칭여부,PDF_사업명,PDF_예산_억원,PDF_예산_백만원,예산_검증상태,예산_오차율,PDF_출처페이지,예산_숫자,경북관련도점수,경북관련성_최종
,대학연구기관 연구실험실의 안전한 환경조성 등,계속사업,Y,N,N,Y,N,N,N,"국가, 한국연구재단",,"3,331,325,000천원",국제과학비즈니,연구실안전환경구축(R&D),"10,896,000천원",국제과학비즈니,"30,145,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,과학기술정보통신부,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,No,,0.0,0,,0.0,0,3331325000,78.0,C급_정책참고
,"세계적인 수준의 기초연구환경을 구축하고, 기초연구와 비즈니스 가 융합될 수 있는 기반 마련",계속사업,Y,N,N,Y,N,N,N,한국연구재단 등,,"3,331,325,000천원",직할출연연구기,국제과학비즈니스벨트조성(R&D),"30,145,000천원",직할출연연구기,"1,247,050,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),1천원,2200 출연연구기관지원,"3,331,325,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",과학기술정보통신부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,No,,0.0,0,,0.0,0,3331325000,78.0,C급_정책참고
,기후변화 대응능력 강화 지원,계속사업,Y,N,Y,Y,N,N,Y,"국가, 한국에너지공단 등",45억원,"497,163,000천원",폐갱도를 활용한 이산화탄소 육상저장 시범사업,기후변화협약대응한-개도국협력(ODA),"2,559,000천원",탄소포집활용(CCU) 실증지원센터 구축,"9,785,000천원",에너지신산업,"70,104,000천원",폐갱도를 활용한 이산화탄소 육상저장 시범사업,"1,788,000천원",시멘트산업이산화탄소저감종합실증센터,"7,612,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"민간보조, 출연, 지방비매칭",산업통상자원부,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,497163000,78.0,C급_정책참고
,기업입지 환경개선을 위한 사업,계속사업,Y,N,N,Y,N,N,N,"국가, 한국산업단지공단",,"170,035,000천원",산업단지환경조성,기계방산 제조 디지털전환(DX) 지원센터,"4,104,000천원",제조특화 초거대 제조AI 서비스 개발 및 실증,"7,680,000천원",지방시대위원회,"4,021,000천원",산업단지환경조성,"407,340,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,직접수행,국가기관,대규모(1000억원 이상),기타,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,170035000,77.0,C급_정책참고
,청소년 유해환경 개선 및 피해예방,계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체 6. 지방비매칭  13억원",13억원,"57,338,000천원",청소년 유해환경 개선 및 피해예방,청소년 유해환경 개선 및 피해예방,"8,988,000천원",청소년치료재활센터 건립,"8,873,000천원",청소년수련시설,"11,667,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,57338000,70.4,C급_정책참고
,"지역 거점형 콘텐츠기업 조성, 지역 콘텐츠산업 클러스터 조성 등",계속사업,N,Y,N,N,N,N,Y,지자체 6. 지방비매칭  311.16억원,311.16억원,"353,726,000천원",기타이자수입및재,지역콘텐츠산업 균형발전 지원(자율),"6,599,000천원",공연 및 전통예,"6,615,000천원",1600 예술의 진흥 및 생활,"6,615,000천원",산업화 -,225천원,관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),1천원,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,353726000,70.0,C급_정책참고
,기업입지 환경개선을 위한 사업,계속사업,Y,Y,N,Y,N,N,Y,지자체,80억원,"855,527,000천원",기업입지환경개,인천경제자유구역전시컨벤션센터건립(BTL),"5,376,000천원",기업입지환경개,"419,124,000천원",3300 지역경제활성화,"855,527,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 출연",지자체,대규모(1000억원 이상),기타,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,855527000,70.0,C급_정책참고
,세종지역에 지방투자기업 유치,계속사업,N,Y,Y,N,N,N,Y,지자체,83억원,"1,410,285,000천원",지역투자촉진(세종),지역투자촉진(세종),"5,026,000천원",수출역량강화,"2,287,000천원",세종특별자치시계정 세 출 합 계,"10,959,000천원",000 지역균형발전특별회계 세 출 합 계,"1,410,285,000천원",000 -,93천원,) 장(분야),202천원,6 예산안,202천원,감 관(부문) 항(프로그램) 장(분야),110천원,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,민간보조,지자체,대규모(1000억원 이상),기타,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,1410285000,70.0,C급_정책참고
,대전 테크노파크 조성사업,계속사업,Y,Y,N,N,N,N,Y,지자체,30억원,"289,133,000천원",지역특화산업육성(자율),지역특화산업육성(자율),"3,594,000천원",전통시장활성화,"65,790,000천원",전통시장,"65,790,000천원",000 지원,1천원,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),기타,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,289133000,70.0,C급_정책참고
,"정비 및 보급시설, 환경보전시설, 일반지원시설 개선 등",계속사업,Y,N,N,N,N,N,N,국가,,"1,661,431,000천원",환경보전시설,환경보전시설,"166,977,000천원",정비 및 보급시설,"420,321,000천원",일반지원시설,"623,417,000천원",시설정책지원,"185,124,000천원",부지매입,"10,360,000천원",경계 및 작전시설,"438,630,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,1661431000,66.0,C급_정책참고
,수요자 중심의 다양한 교육을 통한 행정인 양성,계속사업,Y,N,Y,N,N,N,N,국가,,"69,345,855,000천원",지방자치인재개발원수입대체경비,지방자치인재개발원수입대체경비,"8,341,000천원",이북도민관련지,"2,562,000천원",211) (-) 이북5도,"2,562,000천원",211) (-),1천원,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,69345855000,66.0,C급_정책참고
,"청년 유입 및 체류 지원, 데이터 기반 지역문제해결, 지역주도 민 관협력체계 구축 및 확산 등",계속사업,Y,Y,N,N,N,N,Y,"국가, 지자체",16억원,"1,109,210,000천원",지역사회 자생적 창조역량 강화,지역사회 자생적 창조역량 강화,"11,914,000천원",재난예방지원,"1,100,810,000천원",장(분야),020천원,공공질서및안전,"1,109,210,000천원",000 관(부문),025천원,재난관리,"1,109,210,000천원",000 2600 안전관리,"1,100,810,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,1109210000,66.0,C급_정책참고
,공연 및 전통예술 진흥기반 조성 및 문화예술 인프라 구축,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간 6. 지방비매칭  143억원",143억원,"223,355,000천원",국립국악중고 운영,국립국악중고 운영,"4,243,000천원",국립전통예술중고 운영,"7,915,000천원",예술의전당 리모델링,"14,273,000천원",기초예술역량강,"223,355,000천원",공연예술 진흥기반 조성,"37,687,000천원",문화예술 인프라 구축,"24,515,000천원",문화예술 창제작 거점 조성,"98,970,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 출연, 지방비매칭",국가기관,대규모(1000억원 이상),인프라/건설,지역특화,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,223355000,66.0,C급_정책참고
,국어진흥과 국어생활 편의 증진,계속사업,Y,N,N,N,N,N,N,국가,,"298,644,000천원",국어진흥 연구 및 사용환경 개선,국어진흥 연구 및 사용환경 개선,"15,531,000천원",국립중앙도서관,"70,170,000천원",국어원 청사 관리,"841,000천원",개방형 한국어통합사전 구축,"1,368,000천원",4차산업혁명대비 국어빅데이터 구축,"13,400,000천원",언어정보자원 통합관리(정보화),"514,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,298644000,66.0,C급_정책참고
,농촌지역 개발 지원,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",615억원,"2,947,213,000천원",농촌공간계획및재생지원,농촌공간계획및재생지원,"163,715,000천원",농업경영체등록,"31,983,000천원",농촌생활인구유입지원,"4,555,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),R&D/연구개발,지역특화,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,2947213000,66.0,C급_정책참고
,부산항 신항만 항만시설 확충,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간 6. 지방비매칭  48억원",48억원,"1,745,896,000천원",건물매각대,부산항 신항만(1단계),"32,199,000천원",부산항 진해신항,"462,181,000천원",주요항 건설,"85,412,000천원",광양항(3단계),"170,496,000천원",인천북항,"13,465,000천원",인천신항,"20,284,000천원",목포신항,"11,973,000천원",포항영일만신항,"25,490,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),인프라/건설,지역특화,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,1745896000,66.0,C급_정책참고
,부산항 신항만 항만시설 확충,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간 6. 지방비매칭  48억원",48억원,"194,567,000천원",부산항 진해신항,부산항 신항만(1단계),"32,199,000천원",부산항 진해신항,"462,181,000천원",주요항 건설,"85,412,000천원",광양항(3단계),"170,496,000천원",인천북항,"13,465,000천원",인천신항,"20,284,000천원",목포신항,"11,973,000천원",포항영일만신항,"25,490,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),인프라/건설,지역특화,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,194567000,66.0,C급_정책참고
,"부산항, 인천항 등 주요항건설",계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체 6. 지방비매칭  60억원",60억원,"194,567,000천원",부산항,부산항,"8,258,000천원",인천항,"8,000,000천원",인천남항,"19,739,000천원",일반항 건설,"194,567,000천원",목포항,"12,677,000천원",목포북항,"6,689,000천원",군장항(2단계),"8,577,000천원",항만건설관련 연구용역,"21,472,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,194567000,66.0,C급_정책참고
,"기후변화이행기반 구축, 사막화방지사업, 아시아산림협력기구 운영 , 개도국 탄소배출권 확보 등",계속사업,Y,Y,Y,Y,N,N,Y,"국가, 민간",3.54억원,"130,261,000천원",국제산림협력,국제산림협력,"3,256,000천원",산림정책 지원(,"9,128,000천원",국제산림개발협력(ODA),"7,601,000천원",국제산림다자협력(ODA),"20,211,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 출연, 지방비매칭",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,130261000,66.0,C급_정책참고
,보안솔루션 고도화 구축 및 노후설비 교체,계속사업,Y,N,N,N,N,N,N,국가,,"6,333,231,000천원",자유무역지역공동시설유지관리(수입대체경비),자유무역지역공동시설유지관리(수입대체경비),"826,000천원",사이버안전센터,"1,407,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,6333231000,66.0,C급_정책참고
,장애인 거주시설에 대한 운영 지원 및 장애인 복지시설 기능보강 비 지원,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간 6. 지방비매칭  3,882억원",882억원,"254,638,000천원",장애인복지시설 기능보강,장애인복지시설 기능보강,"25,431,000천원",장애인거주시설 운영 지원,"735,123,000천원",장애인단체지원,"19,806,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,민간보조,국가기관,대규모(1000억원 이상),인프라/건설,지역특화,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,254638000,66.0,C급_정책참고
,"장애인이 지역사회 내에서 자립생활 영위할 수 있도록 주거, 돌봄 통합서비스 제공",계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",68억원,"222,940,000천원",장애인 자립지원 시범사업,장애인 자립지원 시범사업,"7,843,000천원",지역자율형 사회,"43,607,000천원",관(부문),089천원,사회복지일반,"222,940,000천원",000 2600 사회복지기반조성,"222,940,000천원",000 서비스 투자사업 -,231천원,6 예산안,202천원,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),R&D/연구개발,지역특화,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,222940000,66.0,C급_정책참고
,전산운영 및 관리,계속사업,Y,N,N,N,N,N,N,국가,,"161,512,000천원",환경부 민원 콜센터 구축,환경부 민원 콜센터 구축,"293,000천원",뉴미디어 홍보시스템 구축,"3,276,000천원",법정경비,"161,512,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,161512000,66.0,C급_정책참고
,수질개선을 위한 조사 및 관리원 운영,계속사업,Y,Y,N,Y,N,N,Y,"국가, 지자체, 한국수자원공사",24억원,"169,761,000천원",물환경정책연구 및 홍보,물환경정책연구 및 홍보,"10,578,000천원",토양 지하수 관,"27,591,000천원",수질오염감시체계 구축운용,"12,307,000천원",수질 및 수생태계 측정조사,"56,574,000천원",공공수역 녹조발생 대응,"27,213,000천원",새만금사업환경대책,"19,297,000천원",수계관리,"1,671,000천원",수생태계 건강성 확보 기술개발사업(R&D),"5,100,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,169761000,66.0,C급_정책참고
